timestamp,demand_MW,cf_onshore_wind,cf_offshore_wind,cf_solar
2017-01-01 00:00:00,2743.04,0.569251,0.844881,0.0
2017-01-01 01:00:00,2594.63,0.49035,0.915672,0.0
2017-01-01 02:00:00,2493.52,0.430937,0.902919,0.0
2017-01-01 03:00:00,2481.93,0.389909,0.896725,0.0
2017-01-01 04:00:00,2483.72,0.35911,0.713528,0.0
2017-01-01 05:00:00,2527.31,0.328661,0.581875,0.0
2017-01-01 06:00:00,2632.95,0.300245,0.629778,0.0
2017-01-01 07:00:00,2755.2,0.280809,0.63606,0.0
2017-01-01 08:00:00,2922.99,0.25147,0.615934,0.0
2017-01-01 09:00:00,3161.06,0.219982,0.610949,0.005
2017-01-01 10:00:00,3318.19,0.197301,0.602722,0.023
2017-01-01 11:00:00,3379.66,0.173284,0.60985,0.033
2017-01-01 12:00:00,3360.72,0.153067,0.588497,0.024
2017-01-01 13:00:00,3386.06,0.144422,0.522532,0.007
2017-01-01 14:00:00,3469.48,0.13526,0.370063,0.0
2017-01-01 15:00:00,3772.72,0.133654,0.361701,0.0
2017-01-01 16:00:00,4103.71,0.113587,0.305182,0.0
2017-01-01 17:00:00,4031.89,0.101449,0.273521,0.0
2017-01-01 18:00:00,3821.21,0.099217,0.320332,0.0
2017-01-01 19:00:00,3545.11,0.12893,0.416448,0.0
2017-01-01 20:00:00,3317.04,0.157935,0.478924,0.0
2017-01-01 21:00:00,3081.59,0.171289,0.544755,0.0
2017-01-01 22:00:00,2820.42,0.173433,0.557136,0.0
2017-01-01 23:00:00,2646.61,0.191002,0.547508,0.0
2017-01-02 00:00:00,2538.1,0.188068,0.506345,0.0
2017-01-02 01:00:00,2527.6,0.191569,0.479146,0.0
2017-01-02 02:00:00,2536.6,0.176701,0.57754,0.0
2017-01-02 03:00:00,2657.25,0.14976,0.442358,0.0
2017-01-02 04:00:00,2928.15,0.126312,0.469707,0.0
2017-01-02 05:00:00,3556.24,0.107559,0.344106,0.0
2017-01-02 06:00:00,4269.67,0.093328,0.350016,0.0
2017-01-02 07:00:00,4631.27,0.089428,0.381638,0.0
2017-01-02 08:00:00,4694.16,0.092049,0.517081,0.047
2017-01-02 09:00:00,4758.43,0.113652,0.519628,0.157
2017-01-02 10:00:00,4671.15,0.142652,0.47678,0.242
2017-01-02 11:00:00,4514.16,0.15711,0.379446,0.193
2017-01-02 12:00:00,4523.51,0.158439,0.320301,0.087
2017-01-02 13:00:00,4467.19,0.134448,0.368916,0.023
2017-01-02 14:00:00,4473.04,0.107559,0.38307,0.0
2017-01-02 15:00:00,4794.94,0.098222,0.443418,0.0
2017-01-02 16:00:00,5233.88,0.119193,0.420269,0.0
2017-01-02 17:00:00,5005.63,0.134205,0.383212,0.0
2017-01-02 18:00:00,4684.39,0.159,0.382706,0.0
2017-01-02 19:00:00,4356.18,0.17715,0.461282,0.0
2017-01-02 20:00:00,4076.87,0.16977,0.480063,0.0
2017-01-02 21:00:00,3726.71,0.154508,0.409098,0.0
2017-01-02 22:00:00,3443.52,0.160846,0.419399,0.0
2017-01-02 23:00:00,3172.17,0.1855,0.446574,0.0
2017-01-03 00:00:00,2998.4,0.197197,0.57996,0.0
2017-01-03 01:00:00,2865.58,0.208648,0.591551,0.0
2017-01-03 02:00:00,2852.63,0.238643,0.59216,0.0
2017-01-03 03:00:00,2909.65,0.24149,0.62485,0.0
2017-01-03 04:00:00,3108.08,0.251955,0.634059,0.0
2017-01-03 05:00:00,3653.06,0.261892,0.67606,0.0
2017-01-03 06:00:00,4325.33,0.27858,0.798418,0.0
2017-01-03 07:00:00,4751.67,0.310762,0.873734,0.0
2017-01-03 08:00:00,4843.81,0.391008,0.889652,0.0
2017-01-03 09:00:00,4865.92,0.466045,0.902009,0.0
2017-01-03 10:00:00,4729.46,0.591908,0.903497,0.001
2017-01-03 11:00:00,4668.51,0.679358,0.89587,0.01
2017-01-03 12:00:00,4626.13,0.744017,0.926756,0.008
2017-01-03 13:00:00,4568.15,0.74745,0.85057,0.0
2017-01-03 14:00:00,4456.5,0.769267,0.918718,0.0
2017-01-03 15:00:00,4665.86,0.778316,0.91538,0.0
2017-01-03 16:00:00,4948.13,0.809204,0.929778,0.0
2017-01-03 17:00:00,4715.58,0.801793,0.924478,0.0
2017-01-03 18:00:00,4440.65,0.787632,0.922381,0.0
2017-01-03 19:00:00,4115.69,0.781344,0.923062,0.0
2017-01-03 20:00:00,3810.4,0.750997,0.835657,0.0
2017-01-03 21:00:00,3438.41,0.732803,0.75996,0.0
2017-01-03 22:00:00,3171.98,0.73272,0.748695,0.0
2017-01-03 23:00:00,3057.84,0.72798,0.758299,0.0
2017-01-04 00:00:00,2846.34,0.723057,0.446622,0.0
2017-01-04 01:00:00,2878.36,0.725761,0.473133,0.0
2017-01-04 02:00:00,2886.3,0.694195,0.481733,0.0
2017-01-04 03:00:00,2858.03,0.698935,0.689905,0.0
2017-01-04 04:00:00,3035.87,0.711906,0.662595,0.0
2017-01-04 05:00:00,3657.88,0.718786,0.646195,0.0
2017-01-04 06:00:00,4363.27,0.707024,0.745934,0.0
2017-01-04 07:00:00,4639.35,0.692002,0.838853,0.0
2017-01-04 08:00:00,4588.08,0.651971,0.915095,0.045
2017-01-04 09:00:00,4648.09,0.632292,0.92822,0.185
2017-01-04 10:00:00,4610.97,0.620995,0.922342,0.254
2017-01-04 11:00:00,4490.15,0.643323,0.90909,0.247
2017-01-04 12:00:00,4497.46,0.644009,0.836638,0.228
2017-01-04 13:00:00,4484.97,0.572584,0.898647,0.136
2017-01-04 14:00:00,4457.18,0.532529,0.894842,0.021
2017-01-04 15:00:00,4687.29,0.532997,0.83621,0.0
2017-01-04 16:00:00,5103.47,0.531438,0.827318,0.0
2017-01-04 17:00:00,4914.25,0.511295,0.825174,0.0
2017-01-04 18:00:00,4619.74,0.482464,0.81015,0.0
2017-01-04 19:00:00,4339.7,0.418713,0.837025,0.0
2017-01-04 20:00:00,4086.6,0.351141,0.849937,0.0
2017-01-04 21:00:00,3731.78,0.29627,0.852231,0.0
2017-01-04 22:00:00,3427.15,0.295502,0.869691,0.0
2017-01-04 23:00:00,3315.43,0.269932,0.84182,0.0
2017-01-05 00:00:00,3123.4,0.245445,0.805079,0.0
2017-01-05 01:00:00,3056.56,0.250932,0.728861,0.0
2017-01-05 02:00:00,3065.02,0.267069,0.694589,0.0
2017-01-05 03:00:00,3173.87,0.27285,0.692286,0.0
2017-01-05 04:00:00,3420.98,0.274286,0.738093,0.0
2017-01-05 05:00:00,4064.1,0.291021,0.729256,0.0
2017-01-05 06:00:00,4873.35,0.303842,0.690672,0.0
2017-01-05 07:00:00,5143.28,0.283339,0.668259,0.0
2017-01-05 08:00:00,5143.33,0.255398,0.537065,0.061
2017-01-05 09:00:00,5185.67,0.224161,0.497405,0.193
2017-01-05 10:00:00,5132.64,0.2026,0.434438,0.316
2017-01-05 11:00:00,5015.22,0.17508,0.352777,0.349
2017-01-05 12:00:00,5014.03,0.131984,0.318386,0.323
2017-01-05 13:00:00,4977.18,0.105325,0.30235,0.2
2017-01-05 14:00:00,4970.03,0.086909,0.329612,0.044
2017-01-05 15:00:00,5258.97,0.072626,0.285166,0.0
2017-01-05 16:00:00,5710.99,0.069877,0.240032,0.0
2017-01-05 17:00:00,5507.32,0.063965,0.221677,0.0
2017-01-05 18:00:00,5166.4,0.064709,0.20087,0.0
2017-01-05 19:00:00,4841.65,0.06533,0.164589,0.0
2017-01-05 20:00:00,4542.79,0.056886,0.13807,0.0
2017-01-05 21:00:00,4212.19,0.042475,0.079747,0.0
2017-01-05 22:00:00,3877.38,0.032475,0.055087,0.0
2017-01-05 23:00:00,3644.96,0.024839,0.054114,0.0
2017-01-06 00:00:00,3534.8,0.026108,0.055309,0.0
2017-01-06 01:00:00,3479.42,0.042315,0.068505,0.0
2017-01-06 02:00:00,3481.6,0.072274,0.082033,0.0
2017-01-06 03:00:00,3547.66,0.10644,0.084399,0.0
2017-01-06 04:00:00,3776.93,0.151634,0.094715,0.0
2017-01-06 05:00:00,4398.46,0.151036,0.139502,0.0
2017-01-06 06:00:00,5107.79,0.181232,0.143165,0.0
2017-01-06 07:00:00,5346.3,0.222247,0.196464,0.0
2017-01-06 08:00:00,5293.65,0.241266,0.346543,0.054
2017-01-06 09:00:00,5300.92,0.240162,0.367271,0.171
